sex,year,n,lon,lat
Hona,2020,1,540108,7040920.5
Hane,2020,2,551534.5,7084034
Hona,2020,1,549657,7091893
Hona,2020,1,490722,6964994
Hane,2020,1,422022,6916401
Hane,2020,1,512912,6891755
Hane,2020,1,566286,7082445
Hane,2020,1,531101,6984647
Hona,2020,1,506526,7023335
Hona,2020,1,547941,6960515
Hona,2020,1,532972,7058340
Hona,2020,1,555889,7013408
Hane,2020,1,566396,7078762
Hona,2020,1,514433,7097753
Hona,2020,1,427195,6882479
Hane,2020,1,537843,7092511
Hane,2020,2,468384.5,7099682
Hona,2020,1,465593,6941270
Hona,2020,1,534112,7106516
Hona,2020,1,519825,7101930
Hane,2020,1,470586,7134526
Hane,2020,1,487866,6889017
Hona,2020,4,479172.25,6958640.25
Hane,2020,2,435002,6887509
Hane,2020,3,575060,7008144
Hona,2020,2,487826.5,7143075.5
Hona,2020,1,417484,6977833
Hona,2020,1,419860,6894303
Hane,2020,1,514275,7015596
Hona,2020,1,493316,6901659
Hona,2020,1,371194,6928646
Hona,2020,1,436246,6897620
Hona,2020,1,504048,6871459
Hona,2020,1,496640,7076685
Hane,2020,5,511018.6,7138434.8
Hona,2020,2,510728.8,6952873.4
Hane,2020,3,464095.6666666667,7040569.666666667
Hona,2020,2,471684,6893196.666666667
Hane,2020,11,496924.6153846154,6948005.615384615
Hona,2020,1,555168,7099980
Hona,2020,2,537078.5,7083585
Hane,2020,9,526673.3,7020329.3
Hane,2020,1,463726,7091256
Hane,2020,4,439420.25,6968178.75
Hona,2020,5,512051,7029624
Hane,2020,1,543941,7109860
Hona,2020,2,425173.25,6870850.75
Hane,2020,1,563944.5,7084685
Hona,2020,3,484443,6871655
Hane,2020,1,466069,6839561
Hona,2020,2,404163,6970130.5
Hane,2020,14,540879.4375,6942030.4375
Hane,2020,5,492126.2,6917888.866666666
Hona,2020,6,519140.14285714284,6971907.142857143
Hona,2020,1,557283,7107000
Hona,2020,3,436354,6899935
Hona,2020,2,494448.5,6979603.5
Hona,2020,5,479773.2,7061675.8
Hona,2020,2,560209,7077195.5
Hona,2020,7,537722.8888888889,6994675.888888889
Hane,2020,11,540321,6988805.583333333
Hane,2020,1,448870,7058883
Hane,2020,8,529542.6666666666,6985887
Hona,2020,4,518484.1,6995809.6
Hona,2020,5,461530.1111111111,6886063.888888889
Hane,2020,2,494926.5,6885370.5
Hane,2020,2,532793.5,7099582.5
Hona,2020,3,556104,7116527
Hane,2020,7,511862.5,7017188.5
Hona,2020,3,496441.3333333333,7013645.666666667
Hane,2020,1,536471,7024154.5
Hane,2020,7,556361.7777777778,7012895.111111111
Hona,2020,1,542367,7072108
Hona,2020,6,560120.5,7008704
Hona,2020,2,481829,6989746
Hane,2020,8,522475.2727272727,6938779.909090909
Hona,2020,5,503888.8,6944469.8
Hona,2020,1,505968.5,7120212
Hane,2020,4,486987,6918125.6
Hona,2020,2,518419.8333333333,7003720.666666667
Hane,2020,2,500260.5,7041748
Hona,2020,3,559690.6666666666,7087227.5
Hona,2020,2,498888,7095855
Hona,2020,2,507807,7104663.5
Hane,2020,4,501404.25,7096464.5
Hona,2020,4,520479.75,7118600.5
Hona,2020,7,545943.3636363636,7019107.545454546
Hane,2020,4,534359.25,7029566.75
Hona,2020,2,508705,7145713
Hona,2020,4,441058.75,6932484
Hane,2020,9,572001.375,7083107.0625
Hona,2020,4,476922.6153846154,6878965.461538462
Hona,2020,2,504838,6875644.5
Hane,2020,7,526585.1666666666,6970525.916666667
Hona,2020,5,509372.55555555556,7131882.666666667
Hona,2020,1,533997,7118928
Hane,2020,1,457689,6896846
Hona,2020,2,495398.25,6884667.75
Hane,2020,3,520675,7105454.666666667
Hona,2020,2,519642.5,7109416.5
Hane,2020,8,536584.1538461539,7040336.538461538
Hona,2020,7,519064,7016158.857142857
Hona,2020,4,558324.2,7069432.6
Hane,2020,4,556487.75,6991631.25
Hona,2020,2,471580,6982190
Hane,2020,10,593020.3636363636,6998900.545454546
Hona,2020,1,517490,6895127
Hane,2020,5,518163.8333333333,7012335
Hona,2020,1,537968,7089134
Hona,2020,4,499096.4285714286,7086563.714285715
Hona,2020,2,509536.75,7127271.5
Hane,2020,4,547374,6986852.5
Hona,2020,2,428832,6945281
Hona,2020,1,429036,6841203
Hona,2020,1,544606.5,7115206
Hane,2020,5,423289.6,6886379
Hona,2020,9,555981.8461538461,7013300.384615385
Hona,2020,5,552557.5714285715,7014713.857142857
Hona,2020,1,514130,7135227
Hane,2020,3,430725.8,6889851.4
Hona,2020,2,500249,6909780
Hane,2020,2,541847.3333333334,7013823.666666667
Hane,2020,1,519695,7026345
Hane,2020,4,521348.8181818182,7013015.454545454
Hona,2020,2,522306.6666666667,6974796.333333333
Hane,2020,4,531267.6,6944485.2
Hona,2020,5,577376.6666666666,7075067.166666667
Hane,2020,1,537599,7064051
Hona,2020,2,488890,6901041
Hona,2020,3,522789.2,7000388.8
Hona,2020,4,542928.9166666666,7020947.916666667
Hane,2020,2,448167.3333333333,7005234.333333333
Hane,2020,4,439550.8,7023728.2
Hona,2020,2,426377,6903824.5
Hona,2020,1,394142,6914757
Hona,2020,1,421412,6931076
Hona,2020,3,400568,6908484.666666667
Hane,2020,3,554876,6999422.333333333
Hona,2020,2,438161.5,6840035
Hane,2020,2,524078,7058475.666666667
Hona,2020,4,425123.5,6889864.25
Hona,2020,2,423980,6885337.5
Hona,2020,3,413508.6666666667,6878763
Hona,2020,2,532145.5,7096032.5
Hona,2020,3,520431.5,7109775.75
Hona,2020,1,472985,7087293
Hane,2020,2,432306.5,7035831
Hona,2020,2,470497,6892160.666666667
Hane,2020,2,471587.5,6889677.5
Hona,2020,4,527248.5,6979064.5
Hane,2020,8,512790.45454545453,6990374
Hane,2020,3,496030.5,6899281.5
Hona,2020,2,417742.5,6876668.5
Hona,2020,2,431114,6847925.5
Hona,2020,3,454775.5,6859272.75
Hona,2020,5,597244.4,6972677.4
Hona,2020,2,546325.5,6971905.5
Hona,2020,2,486529,7138150
Hona,2020,3,504698.25,7072837.25
Hona,2020,1,497749,6870540
Hona,2020,2,515003.3333333333,7088082.333333333
Hona,2020,1,433154,6908445
Hona,2020,3,435392,6927199
Hona,2020,1,494228,7093166
Hona,2020,3,415165,6882267.4
Hane,2020,3,536189.6666666666,7084402.666666667
Hane,2020,6,554919,7013869
Hane,2020,5,531910.3333333334,7014995
Hane,2020,2,524251.5,7028540
Hona,2020,2,430759,6893097.5
Hona,2020,1,544277,7108984
Hane,2020,2,506969,7058038
Hane,2020,9,514075.0833333333,6998099.166666667
Hane,2020,2,535237,7060871
Hane,2020,1,539191,7050519
Hane,2020,2,479021,6899625.5
Hane,2020,1,510345,6882000
Hane,2020,4,458496.2,7053505.2
Hona,2020,1,487450,7144100
Hona,2020,1,478840,7104494
Hona,2020,4,545877.25,7097299.5
Hona,2020,1,543067,7125700
Hona,2020,4,548654.5,7008363.5
Hona,2020,2,512682.5,6902659.5
Hona,2020,5,509867.125,6904060.375
Hane,2020,4,507128.25,6897901.75
Hane,2020,1,521330,7034457
Hona,2020,2,455560,6847077
Hane,2020,1,415930,6892563
Hona,2020,3,474514.6666666667,6946096.666666667
Hona,2020,1,434696,6908129
Hona,2020,1,475019,7075938
Hona,2020,1,482409,6898805
Hane,2020,2,482654.6666666667,7022774.333333333
Hona,2020,2,506636,6892792.5
Hane,2020,5,491641.28571428574,7011166.142857143
Hona,2020,2,499272,6993622.5
Hona,2020,3,458121.5,7045865.5
Hona,2020,5,491207.6,7043191.8
Hane,2020,1,462284,6921957
Hane,2020,2,404849.5,6903650.5
Hona,2020,1,502182,7067337
Hona,2020,3,490462.6666666667,6887631
Hona,2020,2,510467.6666666667,7127690.666666667
Hane,2020,2,535920.6666666666,7092176
Hane,2020,2,488163.5,6912929
Hona,2020,4,519452.5,6992461.75
Hona,2020,2,554585.5,7022393
Hane,2020,1,523716,7054379
Hona,2020,3,385136.6666666667,6932905
Hona,2020,2,483754.5,7037692.5
Hona,2020,3,491261.25,6962081.75
Hona,2020,7,496703.625,7062173.125
Hane,2020,2,554318,6997368
Hona,2020,3,508007.5,6968191.75
Hane,2020,1,417148,7027154
Hona,2020,1,490731,6860687
Hona,2020,2,517202,7005450.2
Hona,2020,4,478629.2,6872535.2
Hona,2020,2,533112.5,7105592
Hona,2020,5,490116.71428571426,7065024.571428572
Hane,2020,3,556967,7086544
Hona,2020,3,484974.6666666667,6873494.666666667
Hona,2020,4,545640.3333333334,6943903.555555556
Hane,2020,1,522239,7036515
Hona,2020,3,491629.8,7058315.6
Hane,2020,1,413424,6945327
Hona,2020,1,395715,6910649
Hona,2020,1,421788,6873255
Hane,2020,9,487651.0833333333,7052142.25
Hona,2020,2,413707,6882036
Hona,2020,2,414517.3333333333,6878107.333333333
Hane,2020,1,538003,7101140
Hane,2020,2,467649,6887512
Hona,2020,2,397802.5,6958003.5
Hona,2020,7,494524,6950853.285714285
Hona,2020,3,550923.6666666666,6946174.333333333
Hane,2020,2,553724.5,7118449.5
Hona,2020,3,576218.3333333334,7007282.666666667
Hane,2020,2,569032.3333333334,6968622.333333333
Hona,2020,1,424263,6860748
Hona,2020,1,437896,6894860
Hona,2020,3,507605.25,7149649.75
Hona,2020,4,534517.6666666666,7048910.833333333
Hona,2020,3,518802,7113818
Hane,2020,1,430607,7009652
Hona,2020,2,418639.5,6893376
Hona,2020,2,414858.6666666667,6922944.666666667
Hane,2020,1,425824,6845237
Hona,2020,1,449568,6892364
Hona,2020,3,442508.3333333333,6864890.333333333
Hona,2020,2,442002.5,6877965.5
Hona,2020,4,502898.5,7062442
Hane,2020,3,669876.75,7054432.25
Hona,2020,1,579035,6955907
Hona,2020,1,540918,6943396
Hona,2020,4,648398.75,7065218.75
Hane,2020,3,604974,6925098.333333333
Hane,2020,2,663366,7069282
Hane,2020,2,630141,7028586.5
Hona,2020,1,587798,7094999
Hane,2020,4,539468,6917018.5
Hona,2020,3,664295,7070073.666666667
Hona,2020,4,687675.5,7067879
Hona,2020,8,683444.375,7062981.5
Hona,2020,4,571344,7024323.6
Hane,2020,12,610339.0833333334,6938182.916666667
Hane,2020,3,656314.1666666666,7063972.833333333
Hane,2020,2,640810.5,7035891
Hona,2020,1,586292,7070310
Hona,2020,1,610699,6973376
Hane,2020,1,605115,7077944
Hona,2020,3,701584.6666666666,7057108.333333333
Hane,2020,3,672026.3333333334,7056465.666666667
Hona,2020,3,657516.6666666666,7043040.666666667
Hane,2020,6,664979,7065381
Hona,2020,2,635566.5,7012003.5
Hona,2020,2,640500.5,6991463.5
Hane,2020,1,511794,6912496
Hane,2020,4,594738.5,6969876.75
Hane,2020,3,557889.3333333334,7071162.666666667
Hane,2020,4,666902.25,7070952.25
Hane,2020,3,579605.6666666666,6970070.666666667
Hona,2020,1,669761,7073398
Hona,2020,4,593997,6972879.333333333
Hona,2020,2,546336,6913590
Hona,2020,3,589279,7085315.75
Hona,2020,1,621135,7045667
Hane,2020,1,628222,7073425
Hane,2020,2,627797,7076735.5
Hona,2020,2,546349.3333333334,7054929.666666667
Hane,2020,1,582159,7059431
Hane,2020,4,616841,7011618.833333333
Hona,2020,3,628079.6666666666,6998803.333333333
Hane,2020,2,621271,7009861.5
Hane,2020,1,648250,7092244
Hane,2020,2,600573,7039200
Hona,2020,2,550177,7045771.5
Hona,2020,5,640631.8333333334,7026076.5
Hona,2020,1,637436,7064718
Hane,2020,3,581198.25,7034882.25
Hona,2020,1,567250,7062789
Hona,2020,1,631300,7004791
Hane,2020,5,519627.71428571426,6912341.142857143
Hona,2020,5,645945.8,7075313
Hona,2020,3,671545,7072571.666666667
Hane,2020,4,648096.5,7035772.5
Hona,2020,2,630470,7073894.666666667
Hane,2020,4,633328.75,7069319.5
Hona,2020,2,646717,7085430
Hona,2020,1,632525,7072422
Hane,2020,5,616367.6,6958944
Hane,2020,2,639942.5,7075360.5
Hona,2020,1,586665.5,6958242.5
Hona,2020,1,514093.6666666667,6908029
Hane,2020,5,658038,7017283.2
Hona,2020,2,655478.5,7046885
Hona,2020,2,564527.6666666666,6904541
Hona,2020,1,564027,7048975
Hane,2020,2,583332.5,7040693
Hane,2020,1,618740,7062805
Hona,2020,1,595725,7091219
Hane,2020,1,600726,7087295
Hane,2020,1,594637.5,7056683
Hona,2020,1,582330,7008271
Hane,2020,3,672804,7053556.75
Hona,2020,1,656718,7042611
Hane,2020,1,655902,7046503
Hane,2020,2,672207.5,7052666.5
Hona,2020,1,630829,7022903
Hane,2020,2,668299.5,7080184
Hane,2020,1,620699,6988970
Hane,2020,1,625304,7004391
Hona,2020,3,661573.6666666666,7063132.666666667
Hona,2020,2,587636.6666666666,7051111.333333333
Hona,2020,1,663271,6992960
Hane,2020,1,618235,6995217
Hane,2020,2,644585.5,7009549
Hane,2020,1,571598,7039543
Hona,2020,3,647988.75,7001032.5
Hane,2020,2,580414,7091826
Hane,2020,1,594694,7087316
Hane,2020,1,502772.5,6910489
Hona,2020,3,616299.3333333334,7033653
Hona,2020,1,671293,7027046
Hona,2020,1,672983,7070034
Hane,2020,1,704681,7037258
Hona,2020,2,548765.5,6920008.5
Hona,2020,1,609394,7042128
Hona,2020,1,704080,7047624
Hona,2020,1,580769.5,7058983
Hane,2020,2,620285.6666666666,7060315.333333333
Hane,2020,2,645984.5,7045390.5
Hona,2020,1,576285,7017908
Hona,2020,1,558146,7037198
Hona,2020,1,587770,7073843
Hane,2020,2,647610.5,7043285
Hona,2020,1,561700,7053764
Hona,2020,1,628200,6975226
Hane,2020,2,670423.5,7080427
Hona,2020,1,689036,7063069
Hane,2020,1,672679,7064063
Hona,2020,1,688949,7036135
Hona,2020,1,627455,7058312
Hane,2020,3,565695.6666666666,7038669.333333333
Hona,2020,1,552481,7039313
Hona,2020,2,641415.6666666666,7047299.666666667
Hane,2020,1,509523,6922935
Hane,2020,1,662801,7070463
Hona,2020,1,685090,7044896
Hane,2020,1,664620,7041706
Hane,2020,1,604170,6894355
Hane,2020,1,579640.5,6917876
Hane,2020,1,612436,6959660
Hane,2020,1,554339,7056176
Hane,2020,1,493129,6932406
Hona,2020,1,492606,6919241
Hane,2020,1,582663,7073723
Hona,2020,1,576443,7057049
Hona,2020,1,576775,7020142
Hona,2020,1,565597,7027590
Hane,2020,1,676216,7062092
Hona,2020,1,654843,7077946
Hane,2020,1,509167,6907615
Hona,2020,1,555452,7044307
Hona,2020,1,680243,7074515
Hona,2020,1,654473,7065317
Hane,2020,1,607710,7014369
Hona,2020,1,665458,6997672
Hona,2020,1,649196,7054847
Hane,2020,1,622018,6975265
Hane,2020,1,635318,6963109
Hona,2020,1,683468.5,7034490.5
Hona,2020,2,633014,7029817.5
Hona,2020,1,600527,6932135
Hona,2020,1,659159,7053229
Hona,2020,1,630474,7023746
Hona,2020,2,550176,7063685.5
Hona,2020,14,673170.1851851852,7062214.407407408
Hane,2020,7,635549.4444444445,7061961.444444444
Hona,2020,6,621596.875,7037214.75
Hane,2020,3,639073.5,7041773
Hane,2020,2,576883,7062306
Hane,2020,6,518256.8181818182,6913046.090909091
Hona,2020,7,661601.125,6998633.125
Hona,2020,11,690711.5625,7049412.625
Hona,2020,8,691141.3636363636,7040787.818181818
Hona,2020,1,639344,7044212
Hona,2020,4,663287.75,7068443.5
Hona,2020,4,661279.8,7070296
Hane,2020,2,619731,6979313.5
Hona,2020,3,620418.3333333334,6984737.666666667
Hane,2020,2,666224,7087317
Hane,2020,1,620886,6986575
Hane,2020,3,613331,7026549
Hane,2020,14,579307.0588235294,6961458.117647059
Hane,2020,3,583749.6666666666,7050538.666666667
Hona,2020,1,677877,7075946
Hane,2020,1,587666,7025575.5
Hane,2020,2,656803,6988076
Hane,2020,7,553867.5714285715,6942199.857142857
Hane,2020,4,620345,6985723.25
Hona,2020,2,492619.6666666667,6935677
Hane,2020,3,520330.25,6914467.5
Hane,2020,5,622609.8,6995737.2
Hona,2020,2,643462.5,7055841.5
Hane,2020,6,681550.8333333334,7064040.5
Hane,2020,8,576969.8888888889,6955896.111111111
Hane,2020,2,649504,7006764
Hane,2020,2,582338.6666666666,7077436
Hane,2020,4,660626.6,7081102.2
Hona,2020,2,678298,7074924.5
Hona,2020,5,576654.8666666667,7018889.733333333
Hane,2020,3,505305.3333333333,6923193
Hona,2020,3,623417,7020904.5
Hona,2020,1,674381.5,7036698
Hona,2020,5,639106.625,7054641
Hona,2020,3,686340.5,7054602.833333333
Hane,2020,2,578415,7035902.5
Hane,2020,5,601903.5,7012703
Hona,2020,1,499225,6913105
Hona,2020,5,667622.1666666666,7069202
Hane,2020,8,552870.1875,7060147.25
Hane,2020,9,646276.3333333334,7047663.666666667
Hona,2020,3,652284.3333333334,7056092
Hona,2020,7,635473.8571428572,7077460.428571428
Hane,2020,1,604935,7062352
Hona,2020,8,599351.8181818182,6968584.545454546
Hane,2020,7,598226.25,7017908.375
Hona,2020,2,620860.5,6973712.5
Hane,2020,6,599636.5714285715,6940028.428571428
Hane,2020,1,596451,7045656
Hane,2020,3,672742,7032356.333333333
Hona,2020,8,664536.875,7016082.75
Hane,2020,5,578259,7018791.166666667
Hona,2020,4,574314.5,6917524.25
Hane,2020,3,623666.3333333334,6983627
Hona,2020,2,602137,7041780
Hona,2020,4,587123,7062184
Hane,2020,4,666761.5,7080234.5
Hona,2020,1,671487,7052123.5
Hane,2020,5,618865.3333333334,7010816.166666667
Hane,2020,4,542455,6923471.25
Hona,2020,3,679191,7039619
Hane,2020,2,666234.3333333334,7033025.666666667
Hane,2020,2,694111.5,7043748.5
Hona,2020,2,572522,7035837.5
Hane,2020,2,672499,7055692
Hane,2020,3,669249.4,7079163.8
Hane,2020,4,525878,6909324.6
Hane,2020,1,588824,6932639
Hona,2020,6,646483.7142857143,6994958.714285715
Hona,2020,10,626374.3846153846,6977443.076923077
Hona,2020,7,671867.5555555555,7022940.888888889
Hona,2020,3,667124.6666666666,7044386
Hona,2020,3,690883.3333333334,7064457.666666667
Hona,2020,3,666619,7037457.666666667
Hona,2020,1,651060,6998650
Hona,2020,2,647675.5,7014274
Hane,2020,4,528213,6937257.875
Hane,2020,1,601581,6907192
Hona,2020,3,647535.8,6990021
Hona,2020,1,616072,6975119
Hane,2020,6,595454,7013947.285714285
Hona,2020,4,591043,7006747
Hona,2020,3,647366.3333333334,6987961
Hane,2020,3,567489.6666666666,6939936
Hona,2020,2,551408.5,6918238
Hona,2020,3,582206.8333333334,7056010.5
Hane,2020,2,633477.3333333334,6973822.666666667
Hona,2020,6,587250.75,7049048
Hona,2020,1,496741.5,6909748
Hane,2020,2,512616,6912743
Hona,2020,1,585297,7028768
Hane,2020,2,582988.5,7075311.5
Hane,2020,1,678178,7052022
Hona,2020,9,679023.1818181818,7063401.363636363
Hona,2020,2,560292.5,7043971.5
Hona,2020,8,678847.5,7063317.6
Hane,2020,4,667596.25,7030305.25
Hona,2020,2,687183,7067093.5
Hona,2020,2,641665.5,7039310.5
Hane,2020,2,596144.5,7052846
Hane,2020,1,632730,7052183
Hane,2020,4,655811.75,7015447.75
Hona,2020,6,683977.25,7061771.625
Hona,2020,2,593528.6,6947782.8
Hona,2020,3,648684.6666666666,7046150
Hane,2020,5,678908.5714285715,7063779.857142857
Hona,2020,1,543378,7059839
Hona,2020,6,689010.6666666666,7060518.333333333
Hona,2020,1,580345,7047033.5
